ProductCode;AlcoholValueRatio;AlcoholPercentage
14189801;19.72;13.5%
14223401;15.95;12.5%
13611201;24.43;12%
7513501;45.12;13%
4283701;20.5;13%
8264505;36.26;12.5%
4283601;33.57;13.5%
13314401;42.43;13.5%
1644501;14.43;12%
5920406;13.33;8.5%
5920401;16.45;8.5%
5975801;15.23;10.5%
12626001;50.45;11.5%
10346001;28.22;8.5%
10346005;31.36;8.5%
11597001;22.25;10%
12625901;48.21;12%
12357101;26.66;12.5%
11870201;27.26;11%
11870101;26.52;13%
11870001;24.99;12%
12626301;39;12%
12625101;39;12%
12625001;30.3;11%
15147801;42.65;12.5%
12626401;46.55;12.5%
12626201;42.76;11.5%
15394501;71.63;12%
15382201;60.84;12.5%
15382101;57.38;11.5%
15394601;47.88;13%
13045601;27.36;9.5%
13043201;35.89;13%
12933801;22.53;13%
4529302;19.96;5.4%
2186002;199.33;0.3%
9413602;16.8;8.2%
9000702;17.05;8.2%
13646502;21.12;10%
14337402;104.74;14%
14337302;114.27;14%
13976802;95.22;14%
14055902;104.74;14%
14056002;102.54;13%
13977002;95.22;14%
12838002;114.27;14%
12838102;122.2;12%
12274102;183.33;8%
13186002;95.22;14%
13186102;112.36;14%
12274002;76.17;14%
13185802;91.41;14%
12838202;87.6;14%
12838302;108.78;12.5%
13976902;114.27;14%
12244201;47.51;12.6%
15259001;46.77;12.8%
13691701;112.9;12.4%
9359201;38.36;13.9%
13345801;51.42;14%
9359301;51.42;14%
9359501;38.36;13.9%
13226101;23.58;13%
14984201;28.77;13.9%
11383301;28.77;13.9%
7327301;39.99;14%
14370101;18.33;12%
13403601;17.6;12.5%
14765102;40.87;6.5%
14241002;29.63;9.5%
5349501;22.44;13%
10518301;35.89;13%
10413401;19.19;12.5%
11268106;13.61;12%
10413501;22.39;12.5%
10661101;41.59;12.5%
10661201;38.39;12.5%
15516601;81.6;12.5%
15282801;73.6;12.5%
11778601;72.96;12.5%
15282601;82.67;12.5%
15516501;77.87;12.5%
15516801;81.6;12.5%
12665501;28.33;12%
15283101;35.73;12.5%
15282501;43.03;11%
15282701;40.56;12%
15516901;81.07;12.5%
15283301;36.67;12%
12138801;24.34;11.5%
12138401;39.41;11.5%
13339201;37.56;11%
12138301;173.9;11.5%
12138701;24.92;11.5%
12138601;36.17;7%
12138501;54.48;11.5%
14729801;27.72;12.5%
14729701;28.88;12%
14729901;28.88;12%
14730001;28.88;12%
10504502;56.24;9%
8329501;46.37;11.5%
8329001;42.66;12.5%
8125701;31.29;11.5%
14402501;39.45;12.5%
12584901;34.77;11.5%
15596301;43.63;12.5%
15596101;43.36;13.5%
12291301;39.31;13%
14179101;59.43;14%
14948901;60.37;14%
13678001;31.9;14%
14948801;33.7;14%
14179201;26.1;14%
14695801;51.68;14.5%
14695701;58.76;14.5%
14721401;26.38;14%
14672701;28.48;14%
12114801;28.18;40%
8269401;13;40%
5729201;24.76;14%
7641201;22.51;12.5%
15416601;58.56;12.5%
11673701;56.2;13.5%
11680501;46.26;11.5%
14114301;54.33;12%
15416501;92.76;14%
15493401;24.29;14%
15493301;18.38;14.5%
15493601;27.62;14%
15493201;15.75;13.5%
4019201;35.24;14%
4124301;35.71;14%
11352201;20.29;13%
11352301;20.12;12.5%
11352701;20.12;12.5%
11198101;26.78;40%
11198201;30.35;40%
13484001;46.07;13.6%
13484101;47.83;13.1%
4358301;14.28;30%
12267901;24.68;13.5%
12826101;42.03;13%
13853607;52.21;13%
9675301;29.76;12.5%
12471701;27.67;12%
5478904;13.18;8.5%
972201;29.64;13%
15339601;34.78;11.5%
15384501;22.02;11.5%
13500801;77.66;12%
12841901;55.43;12%
13500901;55.43;12%
3882305;38.48;13%
3882301;40.01;12.5%
15421101;22.24;12%
11533001;25.29;13.5%
13227901;23.32;12%
14398601;23.58;13%
3221301;14.4;12.5%
5712001;42.66;15%
5756901;48.88;15%
11858901;32.28;12.8%
4399301;27.99;15%
5480401;31.09;15%
11689801;59.46;14%
5480501;35.88;13%
7881001;22.68;13%
15621201;24.2;13.5%
11689901;40.24;10.5%
12046307;36.97;13%
12046207;69.74;13%
12046507;63.72;13%
5353001;85.26;13%
14326005;99.44;13%
11732201;32.31;13%
11732001;33.33;13%
10138201;124.27;13%
13915505;101.28;13%
5354001;198.25;13.5%
14418405;204.38;13.5%
5353401;78.19;13%
5353501;70.17;13%
11642901;91.33;13%
13915001;42.22;13%
11643001;39.47;13%
5512004;24.96;12%
7429205;18.33;12%
5512001;16.66;12%
9765301;17.77;12%
5043701;31.1;12%
8094301;20.94;14%
11688001;27.15;13.5%
1270601;23.88;13%
843901;19.11;14%
14071401;21.24;12.5%
8082102;80.1;10.5%
10339701;31.25;14.5%
15491102;31.25;40%
15491204;37.38;40%
12179801;31.08;12%
15138201;36.71;14.5%
15138301;27.49;14.5%
14974401;58.67;8%
14803501;20.29;11.5%
15510201;47.54;11.5%
15510301;49.28;11.5%
14831402;228.19;7%
14831601;44.8;12.5%
13630805;77.08;8%
12419301;33.33;13%
15510401;48.33;12%
15510001;46.67;12%
15510101;48.33;12%
14831301;32.76;10.5%
14831502;66.33;8%
11596005;30.6;10.5%
11595501;27.43;10.5%
14001601;35.06;12%
14894901;91.67;8%
14831201;44.27;12.5%
11106701;25.3;17.5%
5986901;20.73;13.5%
5987006;13.58;13.5%
12762801;20.26;12.5%
12762906;12.8;12.5%
11173601;17.77;12%
4349301;24.69;13.5%
10819901;17.38;11.5%
10820001;20.95;14%
11146601;49.22;13%
13086401;55.44;12%
14998001;61.44;13%
13675501;49.89;12%
13086301;46.56;12%
13086201;44.33;12%
11307901;11.07;15%
7872908;35.49;35%
10313601;24.45;13.5%
7674501;30.41;13.5%
7674701;26.34;13.5%
7674601;26.76;13.5%
13475805;35.33;14%
9955501;36.19;14%
9955905;35.48;14%
891505;20.41;13%
3316901;23.08;13%
7875101;15.9;13%
11308201;17.28;13.5%
12192501;15.3;13.5%
12192001;15.47;12.5%
12192401;18.03;12.5%
12192301;15.47;12.5%
12192101;15.47;12.5%
7862401;32.46;11.5%
13374002;27.31;5.5%
12250702;24.9;6%
14918802;22.89;7%
8320302;17.51;9%
12185402;22.03;7%
10228102;22.89;6.5%
5216401;25.54;40%
15303801;51.59;14%
10107406;10.14;12%
10107506;10.14;12%
7866606;9.74;13%
15274501;159.15;14.2%
15371701;104.61;14%
15371601;101;14.5%
15395801;101.39;14.4%
15155101;73.1;14.5%
15155001;73.1;14.5%
11942201;26.87;12.5%
15274001;34.67;11.5%
14327501;34.16;12%
11157401;72;15%
13357901;40.45;14.5%
15061701;47.61;14%
15061401;45.86;12.5%
11157201;46.92;12.5%
15465701;53.32;12.5%
11157101;93.75;15.5%
15061601;44.09;13%
726401;86.77;13.5%
14427801;29.62;13.5%
3321602;26.5;40%
5545401;21.53;13%
1395301;67.95;15.5%
1097101;24.42;12.5%
10590601;14.77;12%
10989401;12.5;14.5%
9739501;31.84;8.5%
5743901;43.21;14.5%
13444901;32.81;13%
13445001;27.72;12.5%
13622101;37.52;13.5%
10975701;92.79;12.5%
14677001;1444.43;12%
11558401;39.41;13.5%
3755601;18.21;13%
15310401;53.87;12.5%
14939901;71.4;14%
14939801;115.53;15%
14939701;38.07;14%
5799101;57.92;14.5%
5260801;24.75;14%
5799302;25.71;42%
5790901;34.28;14%
5803302;20.52;38%
12590801;22.44;14.5%
12590901;25.03;13%
11959106;13.33;12%
14160001;10.66;12.5%
5588706;10;13%
15108106;12;12.5%
14160101;11.1;12%
14356001;12.79;12.5%
14355801;29.62;13.5%
14355901;37.94;13%
14355701;25.67;13.5%
13980702;22.67;12%
14438902;28.34;10.4%
14919102;34.93;6.5%
12688702;18.88;12%
13960702;28.38;8%
14228702;31.28;12.1%
14313802;23.66;11.5%
12110302;29.39;8.5%
12585602;25.57;13%
14919002;26.81;9.3%
13842502;22.65;12%
12585502;26.63;12%
13656402;25.51;12%
12260602;18.88;12%
13281502;24.6;12%
14615102;30.12;7.5%
13842602;22.65;12%
14615502;26.81;9.3%
15191702;31.16;8%
10778302;44.65;45%
12993701;31.5;13%
12994001;20.08;13%
12993901;22.24;13%
12993801;20.23;12%
12993601;18.94;13%
12982601;22.41;14.5%
12993501;24.52;13%
14686401;41.59;12.5%
14687001;38.25;11.5%
14686601;41.47;13.5%
14686901;38.25;11.5%
14686501;43.32;12%
14686801;41.02;13%
14661601;31.1;12%
14686701;44.43;12%
12635201;20.08;37.5%
12635301;20.68;38%
763201;18.4;13%
5270701;30.6;13.5%
5720906;13.14;10.5%
668801;14.59;10.5%
10806001;26.51;14.5%
15119705;23.7;13.5%
15120401;36.69;14.5%
1905101;28.48;14%
14501901;18.02;12.5%
14397801;16.51;11.5%
14303801;15.82;12%
14397901;18.39;12.5%
5796001;56.24;16%
15620801;24.51;13%
15381802;17.25;40%
15381901;21.32;12.5%
15382001;21.32;12.5%
15620901;25.49;12.5%
15274401;40.61;13.1%
8271701;17.83;40%
14646801;18.38;14.5%
11363001;28.79;12.5%
13688501;18.61;33%
14725601;17.64;17%
8010601;18.9;17%
911902;19.4;17%
14725501;19.04;15%
12548104;28.51;10.1%
12548304;28.51;10.1%
12116004;28.51;10.1%
12548204;28.51;10.1%
12548004;28.51;10.1%
14479301;31.6;13.5%
14453001;27.61;14%
8163301;28.08;14.2%
14652501;33.32;12%
11590401;23.21;13.5%
5776402;19.59;5.4%
13646602;17.11;7%
11354302;null;0%
12797901;17.8;7.4%
646702;27.08;15.5%
14068001;20.3;42%
14068201;20.1;43%
14068101;20.1;43%
14108701;22.45;40%
13404101;13.71;37.5%
13404001;13.33;37.5%
13404201;14.28;35%
15137301;30.73;13%
15137201;26.63;12.5%
12232801;31.54;13.5%
7924901;46.62;14%
5271701;16.36;15%
5271602;28.67;15%
5271501;22.48;16%
10938602;36.87;7.8%
10611602;20.99;15%
10381402;20.11;16.4%
14105501;12.79;12.5%
14374802;24.68;4.9%
15296902;26.11;7.5%
14170402;31.27;5.5%
15296502;24.31;8.5%
14814602;32.7;5.4%
15422602;41.88;5.1%
14582802;34.56;5.4%
13373701;24.08;13%
9034501;29.91;11.5%
6886001;25.39;11.5%
14072801;26.63;12.5%
14778402;26.36;44%
11751902;26.25;40%
10194301;34.86;44%
6818202;24.54;44%
10132202;29.23;6.2%
14064001;26.2;14.5%
13253601;29.98;8%
13253701;33.31;7%
12808501;null;0%
11116401;22.86;12%
3367401;12.82;13%
15055401;18.09;14%
13094701;36.77;14.5%
13094901;52.87;14.5%
5304701;19.73;13.5%
11249501;24.99;12.5%
5812601;33.84;13%
10605501;22.37;41.5%
491302;19.45;11%
15609202;25.96;6.5%
9085602;27.5;5.6%
1914702;29.8;5%
14298302;29.8;5%
9694102;25.36;7.2%
12180702;28.12;5.5%
14354101;10.66;12.5%
14129001;17.5;40%
14129101;17.14;40%
1161901;15.79;38%
757702;17.36;38%
757703;39.41;38%
757701;15.79;38%
11723501;25.97;44%
15602701;18.12;12.5%
222501;18.94;12.5%
11689601;26;12%
1762701;47.83;14.5%
13419301;48.99;14.5%
14563401;54.76;14%
14244801;23.59;13%
12271001;46.42;15%
13419501;47.08;15%
14563501;51.08;15%
15226901;21.43;40%
14683001;595.58;47.9%
14088701;147.74;49.2%
14683501;33.44;40%
13689901;19.38;11%
12340301;19.99;11%
803501;26.66;15%
316502;21.71;13.5%
316501;16.78;13.5%
15086801;27.2;12.5%
15086701;24.68;13.5%
15087101;20.79;12.5%
13295201;25.99;13.3%
13295001;35.58;14.2%
13295101;31.13;14.1%
13153204;30.69;5.2%
5764701;34.12;12.5%
11298607;57.09;14.5%
11298507;56.83;14.5%
15100901;17.1;14%
15100701;19.15;12.5%
15100801;17.73;13.5%
14769901;23.39;13.5%
15172501;22.91;43%
15427401;24.7;40%
14585901;39.51;13.5%
7912001;74.93;14.2%
10106602;20.65;46%
8261901;45.79;14.5%
6392301;29.33;15%
7262905;67.62;14%
10791601;23.32;14%
10791501;19.73;13.5%
10115305;35.34;14.5%
11046101;38;14.5%
11294201;60.51;14%
11294301;49.22;14%
13239207;69.11;14%
12192705;68.68;13.5%
12415401;72.01;14%
5821601;24.73;13.5%
12154501;34.27;10.5%
12942001;40.62;10.5%
12154401;32.45;11.5%
14654101;32.45;11.5%
13439502;17.99;40%
1230102;15.83;41.5%
1230101;13.52;41.5%
13624307;71.67;12.5%
13624605;59.13;12.5%
13624401;38.94;12.5%
13741301;29.81;13%
13741401;29.11;13%
13213601;35.19;12.5%
13213501;75.88;13%
13213401;51.27;13%
9457701;26.66;12%
13273401;45.76;12.5%
14489401;42.56;12.5%
11430701;46.83;12.5%
11051501;25.49;12.5%
13751905;61.54;13%
13752005;59.26;13.5%
11430801;35.46;13.5%
12043405;27.99;12.5%
11703301;26.56;12.5%
11430901;37.23;12.5%
14993801;53.23;12.5%
10020601;12.89;12.5%
4535702;24.18;5%
10801402;23.64;5%
14542901;38.14;54.7%
14871201;65.62;49.1%
15433801;44.55;54.3%
13559801;201.52;52.6%
14867801;29.31;48%
14867501;27.82;48%
14871001;74.58;52.6%
13801901;28.68;48%
13801701;29.15;48%
13173101;31.21;48%
13734901;44.48;54.6%
8141401;16.42;40%
1556601;17.5;40%
14900301;36.61;54.2%
9375801;22.66;41.6%
548402;35.86;29%
8335501;22.78;57.7%
14832401;26.66;14%
11720101;78.05;14.5%
14662301;44.34;15%
13930701;174.62;14.5%
11720201;133.26;14.5%
12448401;36.67;14.5%
14662101;36.67;14.5%
14662201;75.45;15%
14891401;47.41;13.5%
10605001;22.22;45%
10605101;22.22;45%
7872801;21.43;40%
11496101;39.01;13.5%
14417802;32.12;6%
11491202;30.3;10%
14417102;32.12;6%
13954402;22.65;6%
14498302;46.71;4.9%
11790002;41.9;6.3%
12919102;59.54;5.7%
13300901;21.54;41.7%
14898002;31.99;35%
10938201;15.91;44.9%
5915001;26.07;40%
14534001;36.08;7%
13126801;36.08;7%
12108901;35.77;7%
11945401;35.77;7%
12109001;31.95;8%
5952801;30;40%
13350102;45.82;12%
13348401;44.09;12%
5497201;34.39;12%
7988301;36.21;12.5%
3657302;22.69;42%
7438701;35.44;12%
14179401;34.92;13.9%
14182501;37.4;12.8%
14114701;41.27;13.7%
14179301;34.26;13%
10869401;17.33;8.5%
10869501;17.33;8.5%
3574401;28.55;8%
146701;25.04;11.5%
146901;17.98;15%
146801;19.83;14.5%
11854302;31.93;25%
11495502;23.47;40%
11495202;23.47;40%
13275701;19.74;13.5%
13275601;15.79;13.5%
15584101;30.78;13%
14412901;18.38;14.5%
13275501;22.21;12%
14238502;29.01;6.8%
14351102;23.4;5.4%
14617602;23.88;10%
14509702;29.12;5.4%
13648902;28.18;8%
14800602;29.33;6.2%
12260002;26.33;8%
14147702;31.29;5.5%
14849502;27.89;7%
15487702;27.03;7.5%
13648802;38.59;6%
14856102;32.07;6.5%
12113902;32.73;7%
14238602;28.1;7%
12503702;31.69;7%
13114702;31.17;7%
15069402;31.16;6%
14430002;25.49;51%
4548701;14.82;40%
1122302;12.89;38%
1122301;13.12;38%
12564802;14.21;38%
14615802;33.22;6.5%
14845202;27.03;7.5%
13650702;27.9;6.5%
13333502;20.25;6.7%
13590002;26.53;7.6%
12043802;26.61;11%
14714202;25.26;8%
12191202;27.33;8.2%
14714302;25.76;11%
14443402;30.78;6.8%
12424702;26.53;7.6%
12043702;27.39;7.6%
7321602;22.03;7%
1119702;22.73;6.3%
14910102;23.18;6.8%
7928302;22.71;6.8%
1832302;17.84;8.9%
919101;16.69;12.5%
201001;19.44;12%
257201;18.67;12.5%
10358201;25.24;45%
13685601;16.4;13%
12873901;17.77;12%
12873801;17.97;11.5%
1203301;12.57;37.5%
1203302;14.09;37.5%
1206802;12.79;37.5%
1206801;12;37.5%
4524801;16.42;20%
782201;15.91;57%
13685201;35.89;13%
1109301;19.99;20%
10652201;25.86;58%
12597901;29.19;46%
12919001;31.84;48%
4508001;26.24;43%
1428101;18.29;16.4%
3545902;20.72;16.4%
1428201;18.29;16.4%
10260008;60.95;16.4%
6992708;60.91;16.4%
11793702;20.72;16.4%
12587401;23.1;15%
12587901;23.1;15%
11308102;20.72;16.4%
11104701;18.29;16.4%
15154102;20.72;16.4%
15100008;45.7;16.4%
11793803;48.72;16.4%
11794106;20.66;10%
14481601;18.29;16.4%
14997902;20.72;16.4%
8142301;18.29;16.4%
7271102;20.72;16.4%
3606501;18.29;16.4%
3546402;20.72;16.4%
3606401;18.23;16.4%
3546202;20.72;16.4%
2767401;18.29;16.4%
2064301;18.29;16.4%
10208101;18.29;16.4%
3546301;19.25;15%
14871602;34.92;6.5%
12598502;30.24;5.2%
12105302;30.24;5.2%
14871702;34.97;6.5%
6763202;28.2;7.5%
11303402;31;6.5%
10240302;23.39;7.5%
5406202;24.2;6.5%
10240202;23.39;7.5%
13645102;30.76;6%
14732302;30.4;6.5%
12066002;38.33;57.1%
12791402;43.41;59.8%
14049102;58.7;59.9%
10432702;30.77;57.1%
13228602;27.54;14.5%
12168701;21.4;40%
13582901;73.55;14.5%
10511901;17.95;13%
5533901;25.54;40%
11108906;13.33;11%
5193601;17.68;11%
6620505;24.44;12%
11669201;21.1;12%
5227205;32.3;13%
5227201;25.63;13%
10155702;25.58;12.5%
3045301;21.32;12.5%
11356101;140.75;16%
13404801;148.17;16%
11356601;133.25;16%
13319201;133.25;16%
13940401;137.55;15.5%
13404601;140.41;16%
10233001;33.47;14%
10232901;23.65;15%
7367001;25.7;14%
10232701;37.82;14%
7761701;41.37;14.5%
10777201;55.99;15%
10267701;68.96;14.5%
11379601;25.82;12.5%
10232801;19.68;13.5%
7366901;26.66;14%
7366801;53.31;5%
14697401;22.68;15%
14697201;27.89;12%
14697301;27.29;12%
14467201;19.99;12%
14661201;22.39;12.5%
11218504;49.88;40%
7942202;28.75;40%
156201;44.61;40%
156202;46.45;40%
10452301;35.68;40%
10452201;20.32;40%
1567603;34.5;40%
1567601;16.42;40%
955002;21.85;40%
4441803;39.5;40%
4441801;18.21;40%
11998702;19.21;40%
2212401;17.11;40%
9925601;20.32;40%
9659502;17.49;40%
4441703;44.5;40%
4441701;22.85;40%
1143701;28.18;40%
12358801;40.21;12.5%
12358701;35.06;13.5%
14751501;35.14;13.5%
14751601;35.14;13.5%
5904801;23.69;13.5%
11017002;14.51;7.5%
580201;31.65;8%
7850501;39.4;13.5%
8324202;35.23;44%
14515401;35.19;12.5%
13512701;26.66;12.5%
13498201;29.62;13.5%
5273701;14.43;12%
13077501;25.85;42%
11668101;26.43;13%
13049601;40;12.5%
9734401;40;12.5%
3973601;19.74;13.5%
4334501;17.54;12%
4259401;20;13%
15657901;40.67;14%
15657801;40.67;14%
15657701;43.31;13%
3274801;14.48;11.5%
3274802;17.37;11.5%
9724801;15.54;12%
12121201;30.2;7.5%
12318802;30.24;5%
14506701;40.42;8.9%
13346101;27.63;8.2%
12576401;44.27;7.5%
11881801;35.38;7.5%
12121301;30.2;7.5%
12576301;34.85;6.5%
12309901;37.22;6.8%
12121401;30.2;7.5%
11881501;35.38;7.5%
11881901;31.22;8.5%
14506601;47.73;5%
13346001;28.32;8%
12839401;30.2;7.5%
15612701;47.43;7%
10508101;42.39;6.2%
12351501;24.26;11.5%
12351901;23.1;11.5%
12351701;26.57;11%
12351801;26.57;11.5%
12351401;21.65;11%
12351601;21.65;11%
12352001;25.41;11.5%
11866706;13.33;12.5%
11866704;19.17;12.5%
11866701;14.92;12.5%
12304301;53.08;43%
12409201;34.68;12.5%
11798301;44.44;13.5%
12647601;61.12;13%
15012801;68.91;14.5%
15012901;71.39;14%
15012701;37.52;13.5%
15013001;41.3;14.5%
5084601;15.06;11.5%
9923402;19.49;40%
7965801;46.56;17%
7925907;35.62;17%
180201;23.38;11.4%
180301;19.75;13.5%
180101;20.65;14.2%
7441806;12;12.5%
7744806;11.43;14%
12698901;22.67;13%
14429206;12.39;12%
14799001;19.74;13.5%
12072501;19.19;12.5%
15346301;20.26;12.5%
14174401;19.99;12%
7285201;41.65;13.5%
8342001;51.3;14%
12441501;58.93;14%
2759901;32.12;11%
14084601;30.3;11%
2760101;27.87;11%
13371505;17.03;12.5%
13371401;15.43;12.5%
13318601;13.32;12%
11226301;26.53;12%
8131301;19.93;43%
11172301;20.4;42%
12974302;29.99;12.6%
12927802;28.61;12.7%
12928002;28.84;12.6%
13677801;52.35;14%
14939201;56.76;13.5%
13677901;30.19;13.5%
14938901;30.6;13.5%
11777101;72.86;14%
14836001;13.29;14%
13663101;60.6;14.5%
13662901;59.68;14.5%
13775001;60.6;14.5%
13402701;26;12%
13402601;25.49;12.5%
10968902;24;40%
10872101;24.4;13%
11163501;24.75;15%
2877001;25.23;15%
2877101;25.23;15%
8271801;24.75;15%
3724401;25.23;15%
7771501;24.75;15%
15079401;20.53;16%
15079201;20.53;16%
4176901;20.47;15%
1671001;20.94;15%
10963101;20.47;15%
2570701;21.54;15%
4355301;20.47;15%
15275001;35.55;13.5%
15339401;49.84;11.5%
15339301;42.46;13.5%
12345701;13.82;13.5%
12345801;14.92;12.5%
7720701;15.5;30%
14354301;26.9;48%
14354401;26.9;48%
14354201;26.9;48%
1212002;17.22;35%
1212001;15.3;35%
527601;29.62;13.5%
527501;21.72;13.5%
7796804;21.95;10%
7796904;19.85;10%
11893801;27.57;11.5%
12356901;36.28;11%
11893701;25.25;11.5%
2188801;null;0%
10074201;null;0%
7864701;50.64;5%
7864801;50.64;5%
7932401;53.33;5%
15412402;29.45;9.7%
15412302;30;9%
15412502;29.45;9.7%
13860701;15.23;14%
14055402;42.64;10%
14826502;53.26;7%
14960802;63.55;6.5%
14960902;59.01;7%
14960702;60.41;7.5%
12455102;54.79;9%
14055802;59.01;7%
14055601;59.47;6.5%
14055701;57.42;6.5%
12455202;73.81;6.5%
14826702;57.35;6.5%
12399902;67.83;5.5%
14055502;51.63;8%
5746402;66.65;13.5%
5746501;50.66;15%
5746301;28.63;13.5%
613501;18.66;12.5%
118001;23.69;13.5%
15549901;50.21;46%
11394101;37.41;46%
11392801;26.57;59.9%
7932201;26.18;46%
14084801;29.24;57.5%
3741901;72.61;46%
15570301;55.75;58.3%
3414201;23.6;46%
14084701;27.5;57.4%
7932301;24.69;46%
884701;22.14;40%
8300201;25;40%
12486301;30.67;46%
14969301;123.87;48.6%
15435801;133.85;54.7%
13339501;117.78;52.4%
12791301;24.27;52%
11062501;22.53;13%
15118701;18.39;13%
14666301;33.11;12%
13220801;50.77;13.5%
14666501;31.79;12.5%
623801;26.89;12%
15483801;57.64;13%
15521201;67.69;13%
12828601;29.61;13.5%
12828401;25.62;13%
11059601;39.93;42.9%
13711402;22.49;41.8%
12379402;72.61;47.1%
12379702;22.06;41.8%
9847302;27.1;40%
13706702;22.49;41.8%
13711202;22.49;41.8%
12379302;30.83;45.6%
7411502;23.99;57.1%
9432802;20.75;40%
12382102;49.49;45%
12379602;24.83;28.6%
12379502;26.36;41.8%
7411202;38.23;41.8%
2242502;24.45;40%
12818502;71.68;55.5%
10641601;19.16;41%
14481701;20.67;38%
14523902;29.93;9%
12448301;183.82;14.5%
13910201;193.14;13.8%
14982801;230.12;13.9%
14982701;84.82;13.5%
15087601;26.55;46%
15087301;34.16;46%
15087401;53.73;46%
11886501;25.13;13%
1463601;24.43;12.5%
2675601;41.38;13.5%
2676201;49.28;13.5%
10813501;33.6;12.5%
9523901;29.33;14.5%
4238001;25.54;13%
11234002;23.52;17%
11233902;23.52;17%
1009201;22.2;6%
15156001;23.98;5.5%
14183304;28.06;8%
12947504;null;0%
12060201;32.89;7.5%
11982201;13.99;9.5%
9139501;17.46;14.5%
11555801;17.06;12.5%
15299702;37.73;7.5%
12840501;29.62;44%
13228801;17.06;12.5%
15049306;14.39;12.5%
13182201;16.66;12%
14190501;17.13;14%
14076301;47.99;12.5%
14075601;45.12;13%
14075701;46.92;12.5%
13750002;105.24;9.5%
15104901;28.18;13%
14076201;35.37;13%
14181801;66.12;12.5%
14076401;46.92;12.5%
13750101;50.46;7%
14219301;24.34;11.5%
14075901;17.77;12%
14075801;45.12;13%
9923902;20.7;9.5%
194202;22.86;9%
194405;25.18;9%
9924602;26.99;6.5%
14151001;23.69;13.5%
14150901;17.6;12.5%
14151101;25.54;12%
11766901;33.32;14.5%
11766801;45.46;15.5%
12944306;13.88;11.5%
14076106;13.89;12%
11879101;25.13;13%
15426101;70.92;12.5%
8040102;22.87;5.5%
